35000 0
35000 0.894
40000 41.108
45000 48.683
50000 57.030
60000 61.888
70000 63.637
80000 64.584
90000 64.951
100000 65.397
120000 65.434
140000 65.569
160000 65.577
180000 65.580
200000 65.636
250000 65.640
300000 65.641
350000 65.641
1000000 88.748
1200000 94.984
1400000 95.909
1600000 96.227
1800000 96.370
2000000 96.503
2500000 96.587
3000000 96.653
3500000 96.713
4000000 96.767
4500000 96.819
5000000 96.936
6000000 97.079
7000000 97.233
8000000 97.399
9000000 97.562
10000000 97.865
12000000 98.180
14000000 98.481
16000000 98.787
18000000 99.070
20000000 99.460
25000000 99.678
30000000 99.742
35000000 99.789
40000000 99.832
45000000 99.851
50000000 99.865
60000000 99.870
70000000 99.870
180000000 99.870
250000000 99.870
300000000 99.870
350000000 99.870
400000000 99.871
450000000 99.871
500000000 99.871
600000000 99.872
700000000 99.872
800000000 99.874
900000000 99.875
1000000000 99.879
1200000000 99.883
1400000000 99.889
1600000000 99.897
1800000000 99.908
2000000000 99.932
2500000000 99.957
3000000000 99.979
3500000000 99.991
4000000000 99.997
4500000000 100.000
5000000000 100.000
