80000 0
80000 0.000
90000 0.003
100000 0.170
120000 3.429
140000 14.191
160000 20.469
180000 22.563
200000 26.658
250000 33.476
300000 44.587
350000 48.142
400000 50.978
450000 54.000
500000 56.211
600000 58.659
700000 60.085
800000 60.999
900000 61.901
1000000 62.939
1200000 82.612
1400000 90.104
1600000 92.118
1800000 93.186
2000000 96.363
2500000 98.080
3000000 99.410
3500000 99.702
4000000 99.845
4500000 99.876
5000000 99.909
6000000 99.925
7000000 99.935
8000000 99.944
9000000 99.949
10000000 99.958
12000000 99.966
14000000 99.972
16000000 99.976
18000000 99.980
20000000 99.982
25000000 99.986
30000000 99.987
35000000 99.989
45000000 99.990
50000000 99.991
60000000 99.992
2000000000 99.992
3500000000 99.993
9000000000 99.993
10000000000 99.994
12000000000 99.995
16000000000 99.998
18000000000 99.998
20000000000 100.000
