120000 0
120000 0.118
140000 0.270
160000 1.918
180000 4.309
200000 9.427
250000 13.271
300000 19.891
350000 26.405
400000 33.107
450000 39.131
500000 49.061
600000 54.287
700000 57.787
800000 59.583
900000 60.679
1000000 62.016
1200000 69.743
1400000 82.371
1600000 89.635
1800000 92.417
2000000 95.367
2500000 97.648
3000000 98.961
3500000 99.578
4000000 99.720
4500000 99.763
5000000 99.794
6000000 99.804
7000000 99.806
8000000 99.814
9000000 99.820
10000000 99.841
12000000 99.853
14000000 99.869
16000000 99.885
18000000 99.907
20000000 99.934
25000000 99.953
30000000 99.957
35000000 99.965
40000000 99.966
45000000 99.969
1200000000 99.971
2500000000 99.973
3500000000 99.974
4000000000 99.976
4500000000 99.977
5000000000 99.983
6000000000 99.992
7000000000 99.995
8000000000 100.000
