2000 0
2000 0.002
3000 0.011
4000 0.018
5000 0.036
6000 0.057
7000 0.072
8000 0.081
9000 0.085
10000 0.088
12000 0.091
90000 0.099
100000 0.160
120000 0.247
140000 0.895
160000 2.255
180000 3.035
200000 4.149
250000 5.504
300000 22.458
350000 30.563
400000 32.650
450000 36.521
500000 41.389
600000 42.003
700000 43.368
800000 45.886
900000 52.199
1000000 72.559
1200000 88.141
1400000 97.319
1600000 98.844
1800000 99.580
2000000 99.988
2500000 99.996
3000000 99.998
4000000 100.000
